Mat,No.,ID,Qn,Q,Pt,SOC,SOE,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,SOH
NMC,67,J4-600,2.1,1.3856,5,15,9.897142857,3.6287,3.6449,3.6728,3.6526,3.6309,3.6111,3.5807,3.6015,3.6275,3.6613,3.7109,3.6721,3.6331,3.5915,3.5292,3.5692,3.6266,3.7096,3.7775,3.7028,3.6383,0.659809524
NMC,1,D3-100,2.1,1.9155,5,20,18.24285714,3.6142,3.6334,3.6442,3.6253,3.6154,3.5968,3.585,3.6039,3.6135,3.6523,3.6731,3.6359,3.6166,3.5785,3.5553,3.594,3.6129,3.6948,3.7292,3.6511,3.6191,0.912142857
NMC,2,D3-200,2.1,1.8499,5,20,17.61809524,3.6197,3.6352,3.6532,3.6334,3.621,3.6055,3.5863,3.6055,3.6188,3.6582,3.6848,3.6461,3.6219,3.5828,3.5522,3.5928,3.6182,3.6907,3.745,3.6712,3.6244,0.880904762
NMC,3,D3-300,2.1,1.8004,5,20,17.14666667,3.6244,3.6436,3.6597,3.6405,3.6263,3.6064,3.5894,3.6098,3.6241,3.6631,3.6929,3.6569,3.6275,3.5934,3.5534,3.5925,3.6235,3.6886,3.7543,3.6852,3.63,0.857333333
NMC,4,D3-400,2.1,1.7452,5,20,16.62095238,3.6315,3.648,3.6687,3.652,3.6331,3.6179,3.5931,3.6132,3.6306,3.6669,3.7031,3.6697,3.6343,3.6008,3.5534,3.5921,3.63,3.7059,3.7645,3.6976,3.6371,0.831047619
NMC,5,D3-500,2.1,1.6421,5,20,15.63904762,3.6411,3.6597,3.6808,3.6638,3.6427,3.6247,3.5993,3.6194,3.6399,3.6777,3.7162,3.6793,3.6442,3.6049,3.5549,3.5968,3.639,3.7047,3.7788,3.7065,3.648,0.781952381
NMC,6,D3-600,2.1,1.5016,5,20,14.30095238,3.6588,3.6774,3.6994,3.6799,3.661,3.6452,3.6157,3.6352,3.6576,3.6966,3.7351,3.6997,3.6631,3.6259,3.5686,3.6098,3.6563,3.7282,3.798,3.7242,3.6678,0.715047619
NMC,7,D4-100,2.1,1.9134,5,20,18.22285714,3.6148,3.6328,3.6436,3.6247,3.616,3.5962,3.5863,3.6064,3.6145,3.6514,3.6721,3.634,3.617,3.5782,3.5571,3.5984,3.6139,3.6935,3.727,3.6554,3.6194,0.911142857
NMC,8,D4-200,2.1,1.8448,5,20,17.56952381,3.6204,3.6387,3.6532,3.6337,3.6216,3.6052,3.5875,3.6083,3.6197,3.6517,3.6845,3.6458,3.6228,3.5875,3.554,3.5925,3.6194,3.6979,3.7437,3.6743,3.6253,0.87847619
NMC,9,D4-300,2.1,1.7955,5,20,17.1,3.6266,3.6439,3.6616,3.6442,3.6278,3.6089,3.5918,3.6117,3.6259,3.6635,3.6941,3.6597,3.629,3.5918,3.5559,3.5968,3.625,3.7,3.7546,3.6808,3.6318,0.855
NMC,10,D4-400,2.1,1.7384,5,20,16.55619048,3.6334,3.6492,3.6703,3.6529,3.6349,3.6166,3.5953,3.612,3.6321,3.6703,3.7041,3.6675,3.6362,3.598,3.5556,3.5953,3.6312,3.6938,3.7642,3.6945,3.639,0.827809524
NMC,11,D4-500,2.1,1.6765,5,20,15.96666667,3.6399,3.6548,3.6796,3.6619,3.6421,3.6253,3.5977,3.616,3.639,3.67,3.7143,3.678,3.6436,3.6108,3.5528,3.589,3.638,3.7127,3.7754,3.7072,3.647,0.798333333
NMC,12,D4-600,2.1,1.6112,5,20,15.3447619,3.6492,3.6681,3.6889,3.6728,3.6514,3.6362,3.6061,3.6238,3.6476,3.6811,3.7236,3.6886,3.6529,3.6148,3.5596,3.5931,3.6464,3.7162,3.7844,3.7155,3.6576,0.767238095
NMC,13,E3-200,2.1,1.8787,5,20,17.89238095,3.6185,3.6328,3.6504,3.6315,3.6197,3.6011,3.5863,3.6046,3.6176,3.6542,3.6805,3.6458,3.6207,3.59,3.554,3.5884,3.617,3.6901,3.7382,3.6712,3.6232,0.894619048
NMC,14,E3-300,2.1,1.8272,5,20,17.40190476,3.6244,3.6427,3.6585,3.6393,3.6259,3.607,3.5903,3.6089,3.6235,3.6597,3.6901,3.6548,3.6272,3.5887,3.5559,3.5934,3.6228,3.6954,3.7496,3.6833,3.6297,0.870095238
NMC,15,E3-400,2.1,1.7676,5,20,16.83428571,3.6328,3.6492,3.669,3.6511,3.634,3.6157,3.5959,3.612,3.6318,3.6684,3.7019,3.67,3.6356,3.6021,3.5571,3.5962,3.6309,3.7059,3.762,3.6926,3.6383,0.841714286
NMC,16,E3-500,2.1,1.6929,5,20,16.12285714,3.6402,3.6551,3.6786,3.6613,3.6424,3.6256,3.6008,3.6191,3.6396,3.6759,3.7131,3.6796,3.6439,3.6058,3.5584,3.5965,3.6387,3.7127,3.7735,3.7053,3.647,0.806142857
NMC,17,E3-600,2.1,1.5726,5,20,14.97714286,3.6557,3.6721,3.6941,3.6777,3.6582,3.6421,3.6154,3.6334,3.6548,3.6929,3.7279,3.6929,3.6597,3.6232,3.5717,3.612,3.6535,3.7236,3.7884,3.7189,3.6641,0.748857143
NMC,18,E4-100,2.1,1.9052,5,20,18.1447619,3.6151,3.6337,3.6445,3.6247,3.6163,3.5965,3.5856,3.6036,3.6142,3.6545,3.6731,3.6343,3.6173,3.5825,3.5559,3.5949,3.6135,3.6836,3.7286,3.6535,3.6194,0.907238095
NMC,19,E4-200,2.1,1.8324,5,20,17.45142857,3.6213,3.6402,3.6551,3.6352,3.6228,3.6039,3.5875,3.608,3.6204,3.6548,3.6867,3.6489,3.6238,3.5841,3.5534,3.5909,3.6194,3.6842,3.7459,3.6712,3.6263,0.872571429
NMC,20,E4-300,2.1,1.7794,5,20,16.94666667,3.6278,3.6461,3.6635,3.6439,3.629,3.6098,3.5921,3.6092,3.6266,3.6647,3.6963,3.6625,3.6306,3.5937,3.5553,3.5962,3.6259,3.7047,3.7577,3.6836,3.6331,0.847333333
NMC,21,E4-400,2.1,1.7229,5,20,16.40857143,3.6356,3.6535,3.6728,3.6563,3.6374,3.6207,3.5977,3.6176,3.6352,3.6681,3.7065,3.6728,3.6387,3.6058,3.5577,3.5974,3.6343,3.7038,3.7676,3.6982,3.6418,0.820428571
NMC,22,E4-500,2.1,1.6562,5,20,15.77333333,3.6405,3.6566,3.6774,3.6591,3.6421,3.6238,3.6033,3.6213,3.6396,3.6759,3.7106,3.6743,3.6436,3.6108,3.5646,3.6024,3.6387,3.7134,3.771,3.7047,3.647,0.788666667
NMC,23,E4-600,2.1,1.5474,5,20,14.73714286,3.6569,3.6762,3.6954,3.6774,3.6588,3.6408,3.6166,3.6352,3.6557,3.6898,3.7295,3.692,3.661,3.625,3.5717,3.612,3.6548,3.7323,3.7903,3.7224,3.6653,0.736857143
NMC,24,H3-100,2.1,1.8995,5,20,18.09047619,3.6135,3.6315,3.6436,3.6228,3.6148,3.5956,3.5838,3.6027,3.6126,3.6526,3.6721,3.6365,3.6157,3.5751,3.5537,3.5912,3.612,3.6836,3.7282,3.6514,3.6182,0.90452381
NMC,25,H3-200,2.1,1.8332,5,20,17.45904762,3.6194,3.6393,3.6535,3.6356,3.6207,3.6005,3.585,3.6058,3.6185,3.6591,3.6858,3.6507,3.6219,3.5816,3.55,3.5903,3.6179,3.6914,3.7462,3.6774,3.6241,0.872952381
NMC,26,H3-400,2.1,1.7239,5,20,16.41809524,3.6343,3.6517,3.6731,3.6535,3.6362,3.6179,3.5946,3.6132,3.6334,3.6669,3.7081,3.6724,3.6374,3.5999,3.5531,3.5953,3.6325,3.6997,3.771,3.7007,3.6405,0.820904762
NMC,27,H3-500,2.1,1.6369,5,20,15.58952381,3.6436,3.6631,3.6836,3.6647,3.6455,3.6253,3.6011,3.6213,3.6421,3.6817,3.7189,3.6833,3.6467,3.6064,3.5562,3.5977,3.6411,3.7152,3.7819,3.7075,3.6507,0.77947619
NMC,28,H3-600,2.1,1.5406,5,20,14.67238095,3.6563,3.6743,3.6966,3.6777,3.6588,3.6421,3.6132,3.6331,3.6548,3.6914,3.732,3.6972,3.661,3.6222,3.567,3.6089,3.6538,3.7295,3.7952,3.7196,3.665,0.733619048
NMC,29,H4-100,2.1,1.8972,5,20,18.06857143,3.616,3.6325,3.6445,3.6259,3.6173,3.599,3.5872,3.6073,3.6145,3.6523,3.6721,3.6377,3.6182,3.5801,3.5587,3.5977,3.6142,3.6889,3.7264,3.6529,3.6207,0.903428571
NMC,30,H4-200,2.1,1.8208,5,20,17.34095238,3.6232,3.6393,3.6554,3.6359,3.6244,3.6067,3.5906,3.6083,3.6219,3.6557,3.6858,3.6473,3.6256,3.5856,3.5577,3.5949,3.6213,3.6923,3.7434,3.6718,3.6278,0.867047619
NMC,31,H4-300,2.1,1.757,5,20,16.73333333,3.6318,3.6507,3.6666,3.6473,3.6337,3.6135,3.5968,3.6166,3.6306,3.669,3.6988,3.6619,3.6346,3.5949,3.5615,3.6027,3.6297,3.7019,3.7593,3.6858,3.6374,0.836666667
NMC,32,H4-400,2.1,1.6401,5,20,15.62,3.6455,3.6644,3.6827,3.6631,3.647,3.6287,3.607,3.6247,3.6442,3.6842,3.7165,3.6796,3.6486,3.6142,3.5673,3.6089,3.6433,3.7162,3.7782,3.7106,3.652,0.781
NMC,33,H4-500,2.1,1.4317,5,20,13.6352381,3.6728,3.6929,3.7106,3.6907,3.6752,3.6542,3.634,3.6551,3.6712,3.7065,3.7447,3.7069,3.6771,3.6352,3.5921,3.629,3.6693,3.7447,3.8076,3.732,3.6811,0.681761905
NMC,34,H4-600,2.1,1.286,5,20,12.24761905,3.6889,3.7096,3.727,3.7084,3.692,3.6715,3.6498,3.6706,3.687,3.7295,3.7611,3.7211,3.6941,3.6538,3.6061,3.6498,3.6855,3.7689,3.824,3.7472,3.7,0.612380952
NMC,35,I3-100,2.1,1.9383,5,20,18.46,3.6101,3.6303,3.6405,3.6216,3.6114,3.5912,3.5804,3.5993,3.6092,3.6504,3.6693,3.6325,3.6123,3.572,3.5503,3.59,3.6086,3.6904,3.7258,3.6526,3.6151,0.923
NMC,36,I3-200,2.1,1.8665,5,20,17.77619048,3.617,3.6343,3.652,3.6321,3.6185,3.598,3.5819,3.6005,3.616,3.6573,3.6848,3.6464,3.6194,3.5816,3.546,3.5866,3.6154,3.692,3.7465,3.6731,3.6219,0.888809524
NMC,37,I3-300,2.1,1.8076,5,20,17.2152381,3.6244,3.6442,3.6616,3.6414,3.6256,3.6067,3.5863,3.6073,3.6232,3.6641,3.6963,3.6566,3.6269,3.5897,3.5475,3.5869,3.6225,3.7038,3.7605,3.6839,3.6297,0.860761905
NMC,38,I3-400,2.1,1.745,5,20,16.61904762,3.6334,3.6507,3.6734,3.6545,3.6352,3.6188,3.5912,3.6114,3.6318,3.6662,3.7093,3.6734,3.6365,3.6027,3.5478,3.585,3.6309,3.7115,3.7735,3.6982,3.6396,0.830952381
NMC,39,I3-500,2.1,1.6856,5,20,16.05333333,3.6374,3.6548,3.6774,3.6582,3.6393,3.6207,3.5959,3.6142,3.6359,3.6768,3.7134,3.6743,3.6405,3.5999,3.5528,3.5937,3.6349,3.7158,3.7772,3.7025,3.6442,0.802666667
NMC,40,I3-600,2.1,1.6119,5,20,15.35142857,3.6501,3.6703,3.6914,3.6737,3.6523,3.6315,3.6049,3.6228,3.648,3.6895,3.7273,3.6883,3.6542,3.6182,3.5565,3.5962,3.647,3.7162,3.7906,3.7196,3.6588,0.767571429
NMC,41,I4-100,2.1,1.8945,5,20,18.04285714,3.6135,3.6321,3.6433,3.6235,3.6148,3.5962,3.5841,3.6049,3.6129,3.652,3.6721,3.6315,3.6157,3.5782,3.5549,3.5949,3.6123,3.6864,3.7279,3.6548,3.6185,0.902142857
NMC,42,I4-200,2.1,1.8275,5,20,17.4047619,3.6197,3.638,3.6535,3.6337,3.621,3.6008,3.5853,3.6058,3.6188,3.6535,3.6855,3.6486,3.6219,3.5816,3.5509,3.5925,3.6182,3.691,3.7459,3.6709,3.6247,0.870238095
NMC,43,I4-400,2.1,1.7245,5,20,16.42380952,3.6337,3.6532,3.6721,3.6532,3.6352,3.6166,3.5943,3.6148,3.6331,3.6709,3.7072,3.67,3.6368,3.599,3.5528,3.5925,3.6321,3.6976,3.7701,3.7025,3.6399,0.821190476
NMC,44,I4-500,2.1,1.6775,5,20,15.97619048,3.6368,3.6548,3.6752,3.6557,3.6383,3.6204,3.5971,3.616,3.6359,3.6715,3.7096,3.6721,3.6399,3.6058,3.5562,3.5962,3.6349,3.7007,3.772,3.7013,3.643,0.798809524
NMC,45,I4-600,2.1,1.5797,5,20,15.0447619,3.6507,3.6669,3.6914,3.674,3.6532,3.6337,3.608,3.6287,3.6501,3.6883,3.7267,3.6889,3.6551,3.6188,3.5615,3.5996,3.6486,3.7158,3.7893,3.7174,3.6597,0.752238095
NMC,46,J1-100,2.1,1.9212,5,20,18.29714286,3.6154,3.6321,3.6452,3.6259,3.617,3.5987,3.5869,3.6052,3.6151,3.6529,3.6737,3.6371,3.6179,3.581,3.5571,3.5943,3.6145,3.6914,3.7282,3.6545,3.6201,0.914857143
NMC,47,J1-200,2.1,1.8448,5,20,17.56952381,3.6219,3.6387,3.6554,3.6362,3.6232,3.6049,3.5887,3.607,3.6213,3.6582,3.6873,3.6517,3.6247,3.5881,3.5546,3.5915,3.6207,3.696,3.7468,3.674,3.6269,0.87847619
NMC,48,J1-300,2.1,1.7948,5,20,17.09333333,3.6287,3.6452,3.6641,3.6464,3.63,3.612,3.5934,3.6123,3.6281,3.6641,3.6972,3.6607,3.6312,3.5937,3.5568,3.5949,3.6272,3.6982,3.7586,3.6883,3.634,0.854666667
NMC,49,J1-400,2.1,1.7234,5,20,16.41333333,3.6383,3.656,3.6755,3.6588,3.6399,3.6216,3.5996,3.6188,3.6368,3.674,3.7096,3.6734,3.6411,3.6024,3.559,3.6005,3.6362,3.7103,3.7704,3.6988,3.6442,0.820666667
NMC,50,J1-500,2.1,1.6197,5,20,15.42571429,3.6501,3.6687,3.6876,3.6684,3.652,3.6365,3.6117,3.6297,3.6489,3.6876,3.7211,3.6842,3.6532,3.6148,3.5717,3.6108,3.648,3.7245,3.7819,3.7137,3.6569,0.771285714
NMC,51,J1-600,2.1,1.469,5,20,13.99047619,3.6653,3.6836,3.7053,3.687,3.6678,3.6504,3.6225,3.6402,3.6638,3.7031,3.7397,3.7053,3.6703,3.63,3.5751,3.612,3.6622,3.7329,3.8011,3.7286,3.6749,0.69952381
NMC,52,J2-100,2.1,1.9156,5,20,18.24380952,3.6166,3.6359,3.6492,3.6275,3.6179,3.5984,3.585,3.6067,3.6166,3.6566,3.6802,3.638,3.6188,3.5776,3.5525,3.5959,3.6154,3.6972,3.7403,3.6594,3.6213,0.912190476
NMC,53,J2-200,2.1,1.8418,5,20,17.54095238,3.6244,3.6445,3.6619,3.6405,3.6256,3.6086,3.5869,3.6073,3.6238,3.665,3.6966,3.6551,3.6266,3.5856,3.5484,3.5881,3.6232,3.6969,3.762,3.6836,3.6294,0.877047619
NMC,54,J2-300,2.1,1.7876,5,20,17.0247619,3.63,3.648,3.6684,3.648,3.6315,3.6129,3.5909,3.6108,3.6294,3.6675,3.7047,3.6638,3.6328,3.5921,3.5509,3.5921,3.6287,3.705,3.7704,3.6917,3.6356,0.851238095
NMC,55,J2-400,2.1,1.7164,5,20,16.34666667,3.6393,3.6604,3.6796,3.6616,3.6411,3.6216,3.5971,3.617,3.638,3.6814,3.7155,3.6755,3.6427,3.6033,3.5531,3.59,3.6371,3.7143,3.7803,3.7038,3.6458,0.817333333
NMC,56,J2-500,2.1,1.5775,5,20,15.02380952,3.6517,3.6724,3.6929,3.674,3.6535,3.6321,3.6073,3.6259,3.6501,3.6917,3.7292,3.6892,3.6554,3.6166,3.5608,3.6018,3.6492,3.7189,3.7937,3.7168,3.6594,0.751190476
NMC,57,J2-600,2.1,1.4437,5,20,13.74952381,3.6709,3.6917,3.7118,3.6914,3.6734,3.6542,3.6266,3.6489,3.6687,3.7075,3.7487,3.7093,3.6762,3.6362,3.5794,3.6241,3.6678,3.75,3.8138,3.7332,3.6811,0.68747619
NMC,58,J3-200,2.1,1.8194,5,20,17.32761905,3.6225,3.6414,3.6554,3.6359,3.6238,3.6049,3.5894,3.608,3.6213,3.6604,3.6867,3.6507,3.6247,3.5859,3.5559,3.5946,3.6207,3.6985,3.7456,3.6731,3.6272,0.866380952
NMC,59,J3-300,2.1,1.7594,5,20,16.75619048,3.6306,3.6483,3.6653,3.6458,3.6321,3.6135,3.5953,3.6148,3.6294,3.6684,3.6985,3.6597,3.6331,3.5984,3.5593,3.5977,3.6284,3.6985,3.7602,3.6845,3.6359,0.837809524
NMC,60,J3-400,2.1,1.6817,5,20,16.01619048,3.6387,3.6579,3.6749,3.6551,3.6405,3.6238,3.6021,3.6201,3.638,3.674,3.7078,3.6721,3.6418,3.6092,3.5639,3.6005,3.6371,3.7146,3.7692,3.6976,3.6449,0.800809524
NMC,61,J3-500,2.1,1.4958,5,20,14.24571429,3.6628,3.6821,3.6991,3.6796,3.665,3.6461,3.6263,3.6455,3.6619,3.7007,3.7323,3.6932,3.6666,3.6281,3.5878,3.6247,3.661,3.741,3.7946,3.7211,3.6703,0.712285714
NMC,62,J3-600,2.1,1.301,5,20,12.39047619,3.6811,3.701,3.7193,3.6997,3.6833,3.6641,3.6414,3.6628,3.6796,3.7158,3.7534,3.7137,3.6855,3.6442,3.5984,3.6414,3.678,3.7574,3.8166,3.7403,3.6907,0.61952381
NMC,63,J4-100,2.1,1.8809,5,20,17.91333333,3.6182,3.6343,3.6467,3.6278,3.6197,3.5999,3.5897,3.6089,3.617,3.656,3.6746,3.6365,3.6207,3.5828,3.5611,3.5996,3.6163,3.6848,3.7286,3.6529,3.6228,0.895666667
NMC,64,J4-200,2.1,1.8001,5,20,17.14380952,3.6269,3.6452,3.6588,3.6399,3.6281,3.6104,3.5946,3.6139,3.6259,3.6625,3.6892,3.6523,3.6294,3.5915,3.5618,3.6005,3.6253,3.6988,3.7468,3.6755,3.6315,0.857190476
NMC,65,J4-400,2.1,1.6412,5,20,15.63047619,3.6473,3.6653,3.6833,3.665,3.6489,3.6331,3.6108,3.6284,3.6464,3.6824,3.7162,3.6833,3.6507,3.6139,3.5723,3.6095,3.6455,3.7124,3.7754,3.7112,3.6538,0.78152381
NMC,66,J4-500,2.1,1.4674,5,20,13.9752381,3.6706,3.6901,3.7072,3.6886,3.6724,3.6548,3.6331,3.6526,3.6693,3.7053,3.74,3.7028,3.6746,3.6359,3.5925,3.6328,3.6681,3.7462,3.8008,3.7282,3.6786,0.698761905
NMC,67,J4-600,2.1,1.3856,5,20,13.19619048,3.6802,3.6985,3.7177,3.6997,3.683,3.6669,3.6414,3.6613,3.6786,3.7193,3.7509,3.7134,3.6852,3.6473,3.598,3.6396,3.6774,3.7571,3.8113,3.7391,3.6904,0.659809524
NMC,1,D3-100,2.1,1.9155,5,25,22.80357143,3.6455,3.6653,3.6749,3.6554,3.6467,3.6275,3.6173,3.6371,3.6449,3.6839,3.7031,3.6656,3.6476,3.608,3.5878,3.6281,3.6442,3.7162,3.7583,3.6876,3.6501,0.912142857
NMC,2,D3-200,2.1,1.8499,5,25,22.02261905,3.6526,3.6706,3.6848,3.6675,3.6538,3.6352,3.6204,3.6393,3.6517,3.6904,3.7155,3.6768,3.6548,3.616,3.5878,3.6284,3.6511,3.7282,3.7729,3.6991,3.6576,0.880904762
NMC,3,D3-300,2.1,1.8004,5,25,21.43333333,3.6597,3.678,3.6935,3.6752,3.6613,3.6421,3.6256,3.6452,3.6588,3.696,3.7251,3.6876,3.6622,3.6238,3.5903,3.625,3.6582,3.7338,3.7847,3.7115,3.6653,0.857333333
NMC,4,D3-400,2.1,1.7452,5,25,20.77619048,3.6697,3.6889,3.705,3.6861,3.6718,3.6529,3.634,3.6532,3.669,3.7069,3.7366,3.7013,3.6731,3.6414,3.5965,3.6343,3.6681,3.7394,3.7946,3.7295,3.6762,0.831047619
NMC,5,D3-500,2.1,1.6421,5,25,19.54880952,3.683,3.7003,3.7186,3.7,3.6848,3.6662,3.6458,3.665,3.6821,3.7177,3.7506,3.7168,3.6867,3.6548,3.6055,3.643,3.6805,3.7546,3.8085,3.7425,3.6907,0.781952381
NMC,6,D3-600,2.1,1.5016,5,25,17.87619048,3.7072,3.7258,3.741,3.7224,3.7096,3.691,3.6721,3.6901,3.7056,3.7391,3.772,3.736,3.7121,3.6749,3.6334,3.6731,3.7041,3.7772,3.829,3.7562,3.7171,0.715047619
NMC,7,D4-100,2.1,1.9134,5,25,22.77857143,3.6458,3.6635,3.674,3.656,3.647,3.6297,3.6179,3.6365,3.6455,3.683,3.7019,3.6641,3.648,3.6089,3.5894,3.6303,3.6445,3.7109,3.7555,3.6817,3.6501,0.911142857
NMC,8,D4-200,2.1,1.8448,5,25,21.96190476,3.6526,3.6718,3.6842,3.6666,3.6542,3.6393,3.6216,3.6414,3.6523,3.6861,3.7143,3.6808,3.6551,3.6182,3.5894,3.6287,3.6514,3.7158,3.7713,3.7016,3.6576,0.87847619
NMC,9,D4-300,2.1,1.7955,5,25,21.375,3.6607,3.6777,3.6948,3.6765,3.6625,3.6455,3.6272,3.6461,3.66,3.6979,3.7261,3.6886,3.6638,3.6269,3.5928,3.6328,3.6594,3.7317,3.7844,3.7143,3.6662,0.855
NMC,10,D4-400,2.1,1.7384,5,25,20.6952381,3.6712,3.6883,3.7056,3.6879,3.6734,3.6554,3.6359,3.6535,3.67,3.7025,3.7366,3.7047,3.6746,3.6374,3.5984,3.6356,3.669,3.7313,3.7934,3.7255,3.6777,0.827809524
NMC,11,D4-500,2.1,1.6765,5,25,19.95833333,3.6817,3.6985,3.7165,3.6994,3.6839,3.6656,3.6442,3.661,3.6799,3.7149,3.7475,3.7124,3.6852,3.6492,3.6036,3.6383,3.6786,3.7465,3.8036,3.7382,3.6898,0.798333333
NMC,12,D4-600,2.1,1.6112,5,25,19.18095238,3.6941,3.7127,3.7286,3.7106,3.6969,3.6786,3.6585,3.6771,3.6926,3.7239,3.7589,3.7264,3.6988,3.6619,3.6185,3.656,3.691,3.7648,3.8144,3.7487,3.7041,0.767238095
NMC,13,E3-200,2.1,1.8787,5,25,22.36547619,3.6501,3.6687,3.6805,3.6625,3.6514,3.6328,3.6194,3.6387,3.6492,3.6858,3.71,3.6752,3.6523,3.6176,3.5881,3.6247,3.6486,3.7165,3.7651,3.6957,3.6548,0.894619048
NMC,14,E3-300,2.1,1.8272,5,25,21.75238095,3.6573,3.6749,3.6904,3.6731,3.6591,3.6442,3.6247,3.6439,3.6566,3.6941,3.7208,3.6858,3.6604,3.6253,3.5909,3.6253,3.6557,3.7211,3.7785,3.7093,3.6628,0.870095238
NMC,15,E3-400,2.1,1.7676,5,25,21.04285714,3.669,3.6867,3.7028,3.6864,3.6706,3.6551,3.6343,3.6529,3.6681,3.6982,3.7338,3.7007,3.6718,3.6362,3.5974,3.6343,3.6672,3.7403,3.7903,3.7248,3.6752,0.841714286
NMC,16,E3-500,2.1,1.6929,5,25,20.15357143,3.6799,3.6982,3.7146,3.6969,3.6821,3.6644,3.6442,3.6628,3.679,3.7155,3.7456,3.7109,3.6836,3.6476,3.6052,3.6393,3.6777,3.7397,3.802,3.7341,3.6876,0.806142857
NMC,17,E3-600,2.1,1.5726,5,25,18.72142857,3.7019,3.7189,3.7348,3.7174,3.7041,3.6873,3.6684,3.6861,3.7003,3.7335,3.7642,3.7292,3.7065,3.6737,3.6312,3.6662,3.6991,3.7726,3.8194,3.7506,3.7112,0.748857143
NMC,18,E4-100,2.1,1.9052,5,25,22.68095238,3.6458,3.6647,3.6746,3.6551,3.647,3.6272,3.6173,3.6371,3.6449,3.6811,3.7028,3.6678,3.648,3.6083,3.5881,3.6238,3.6442,3.723,3.7568,3.6883,3.6498,0.907238095
NMC,19,E4-200,2.1,1.8324,5,25,21.81428571,3.6529,3.6715,3.6855,3.6687,3.6545,3.6352,3.621,3.638,3.652,3.6895,3.7155,3.678,3.6557,3.6176,3.5878,3.6247,3.6514,3.7217,3.7735,3.705,3.6579,0.872571429
NMC,20,E4-300,2.1,1.7794,5,25,21.18333333,3.6616,3.6805,3.6954,3.6774,3.6631,3.6449,3.6269,3.647,3.66,3.6957,3.7273,3.6907,3.6644,3.6325,3.5912,3.6294,3.6594,3.7323,3.7862,3.7158,3.6672,0.847333333
NMC,21,E4-400,2.1,1.7229,5,25,20.51071429,3.6728,3.6886,3.7072,3.6892,3.6743,3.6576,3.6374,3.6569,3.6721,3.7078,3.7385,3.7031,3.6759,3.6436,3.5999,3.639,3.6709,3.7444,3.7965,3.7317,3.6796,0.820428571
NMC,22,E4-500,2.1,1.6562,5,25,19.71666667,3.6799,3.6948,3.7134,3.6957,3.6817,3.6672,3.6458,3.6635,3.679,3.7103,3.7444,3.7093,3.6833,3.6526,3.6092,3.6433,3.6777,3.7478,3.8011,3.7344,3.687,0.788666667
NMC,23,E4-600,2.1,1.5474,5,25,18.42142857,3.7034,3.7217,3.7363,3.7189,3.7059,3.6879,3.67,3.6895,3.7022,3.7394,3.7661,3.7329,3.7078,3.6721,3.6334,3.6721,3.7007,3.7735,3.8216,3.7531,3.7127,0.736857143
NMC,24,H3-100,2.1,1.8995,5,25,22.61309524,3.6449,3.6641,3.6743,3.6554,3.6461,3.6259,3.616,3.6368,3.6442,3.6821,3.7022,3.6625,3.647,3.6092,3.5869,3.6284,3.6436,3.7106,3.7571,3.687,3.6495,0.90452381
NMC,25,H3-200,2.1,1.8332,5,25,21.82380952,3.6517,3.6672,3.6842,3.6653,3.6529,3.6374,3.6185,3.639,3.6504,3.6833,3.7152,3.678,3.6538,3.6142,3.5853,3.6247,3.6498,3.7158,3.7735,3.6994,3.6563,0.872952381
NMC,26,H3-400,2.1,1.7239,5,25,20.52261905,3.6715,3.6895,3.7072,3.6876,3.6731,3.6542,3.6343,3.6538,3.6703,3.7065,3.7397,3.7022,3.6749,3.6387,3.5953,3.6365,3.6693,3.7475,3.7986,3.7286,3.678,0.820904762
NMC,27,H3-500,2.1,1.6369,5,25,19.48690476,3.6839,3.7025,3.7196,3.701,3.6861,3.6687,3.6464,3.6641,3.6824,3.7158,3.7518,3.7146,3.6876,3.6489,3.6058,3.6452,3.6811,3.7596,3.8104,3.741,3.6923,0.77947619
NMC,28,H3-600,2.1,1.5406,5,25,18.34047619,3.7028,3.7227,3.7372,3.7189,3.7053,3.6858,3.6675,3.6861,3.7013,3.7403,3.7679,3.732,3.7078,3.6681,3.6287,3.6675,3.6997,3.7769,3.8259,3.7537,3.7127,0.733619048
NMC,29,H4-100,2.1,1.8972,5,25,22.58571429,3.6467,3.6659,3.6752,3.6579,3.648,3.6294,3.6188,3.638,3.6455,3.6783,3.7022,3.6647,3.6492,3.612,3.5912,3.629,3.6449,3.7103,3.7552,3.6796,3.6514,0.903428571
NMC,30,H4-200,2.1,1.8208,5,25,21.67619048,3.6548,3.6721,3.6858,3.669,3.656,3.6374,3.6235,3.643,3.6535,3.687,3.7152,3.6777,3.6573,3.6201,3.5921,3.6315,3.6526,3.7295,3.771,3.6988,3.6597,0.867047619
NMC,31,H4-300,2.1,1.757,5,25,20.91666667,3.6662,3.6852,3.6994,3.6808,3.6678,3.6489,3.6325,3.6514,3.6647,3.6994,3.7304,3.6929,3.669,3.6321,3.5984,3.6377,3.6638,3.7375,3.7887,3.7158,3.6718,0.836666667
NMC,32,H4-400,2.1,1.6401,5,25,19.525,3.6861,3.7013,3.7199,3.7028,3.6879,3.6724,3.6514,3.6687,3.6845,3.7233,3.7506,3.7155,3.6895,3.6554,3.6148,3.6532,3.6836,3.7589,3.8082,3.7379,3.6935,0.781
